sgRNA_ID	Gene	HAP1_T0
chr6:17601140-17601159_FAM8A1_-	FAM8A1	803.0
chr4:47944114-47944133_CNGA1_+	CNGA1	345.0
chr19:32923704-32923723_DPY19L3_-	DPY19L3	245.0
chr10:88719410-88719429_SNCG_+	SNCG	814.0
chr1:26582104-26582123_CEP85_+	CEP85	947.0
chr19:15220098-15220117_SYDE1_-	SYDE1	761.0
chrX:153607885-153607904_EMD_-	EMD	681.0
chr5:43619213-43619232_NNT_-	NNT	965.0
chr2:242742902-242742921_GAL3ST2_-	GAL3ST2	704.0
chr22:24939829-24939848_GUCD1_+	GUCD1	471.0
chr14:53248566-53248585_GNPNAT1_-	GNPNAT1	380.0
chr20:44987041-44987060_SLC35C2_+	SLC35C2	458.0
chr19:49489119-49489138_GYS1_+	GYS1	609.0
chr17:61568709-61568728_ACE_-	ACE	463.0
chr6:111214215-111214234_AMD1_+	AMD1	421.0
chr2:239056634-239056653_KLHL30_-	KLHL30	761.0
chr3:187416379-187416398_RTP2_+	RTP2	830.0
chr7:116776240-116776259_ST7_-	ST7	530.0
chr14:93720087-93720106_BTBD7_+	BTBD7	586.0
chr3:134362165-134362184_KY_+	KY	523.0
chr1:153509799-153509818_S100A5_+	S100A5	829.0
chr2:86691197-86691216_KDM3A_-	KDM3A	786.0
chr11:116656266-116656285_ZNF259_+	ZNF259	835.0
chr19:2717337-2717356_DIRAS1_+	DIRAS1	415.0
chr1:35470813-35470832_ZMYM6_+	ZMYM6	506.0
chr9:123955670-123955689_RAB14_+	RAB14	753.0
chr3:184082972-184082991_POLR2H_-	POLR2H	425.0
chr9:20862682-20862701_FOCAD_-	FOCAD	411.0
chr19:44248937-44248956_SMG9_-	SMG9	1211.0
chr20:49366259-49366278_PARD6B_-	PARD6B	2008.0
chr10:91066318-91066337_IFIT2_-	IFIT2	357.0
chr21:15746417-15746436_HSPA13_-	HSPA13	526.0
chr7:135614701-135614720_MTPN_+	MTPN	942.0
chr1:107937799-107937818_NTNG1_-	NTNG1	252.0
chr19:12849441-12849460_ASNA1_-	ASNA1	1092.0
chr3:51708550-51708569_TEX264_-	TEX264	365.0
chr3:151545722-151545741_AADAC_-	AADAC	457.0
chr17:46990295-46990314_UBE2Z_-	UBE2Z	502.0
chr13:24858300-24858319_SPATA13_-	SPATA13	974.0
chr1:152816118-152816137_LCE6A_+	LCE6A	360.0
chr11:123887044-123887063_OR10G4_+	OR10G4	431.0
chr16:80583390-80583409_DYNLRB2_-	DYNLRB2	665.0
chr4:186180051-186180070_SNX25_-	SNX25	1467.0
chr17:16326912-16326931_TRPV2_-	TRPV2	1384.0
chr3:12791293-12791312_TMEM40_+	TMEM40	753.0
chr8:144102797-144102816_LY6E_-	LY6E	1129.0
chr9:135545289-135545308_DDX31_+	DDX31	348.0
chr7:105148892-105148911_PUS7_-	PUS7	242.0
chr19:16236308-16236327_RAB8A_-	RAB8A	639.0
chr17:8926373-8926392_NTN1_-	NTN1	809.0
chr19:46404548-46404567_MYPOP_-	MYPOP	245.0
chr19:6418815-6418834_KHSRP_+	KHSRP	1014.0
chrX:106959147-106959166_TSC22D3_+	TSC22D3	0.0
chr5:174869548-174869567_DRD1_+	DRD1	234.0
chr1:156955876-156955895_ARHGEF11_+	ARHGEF11	286.0
chr12:7019109-7019128_LRRC23_-	LRRC23	385.0
chrX:52847229-52847248_XAGE5_-	XAGE5	442.0
chr5:68677758-68677777_RAD17_-	RAD17	466.0
chr14:75746769-75746788_FOS_+	FOS	290.0
chr7:107315444-107315463_SLC26A4_-	SLC26A4	441.0
chr7:50198691-50198710_C7orf72_-	C7orf72	426.0
chr3:32409437-32409456_CMTM8_-	CMTM8	1271.0
chr1:40704745-40704764_RLF_-	RLF	543.0
chr18:29046690-29046709_DSG3_-	DSG3	509.0
chr11:17491682-17491701_ABCC8_+	ABCC8	537.0
chr17:41173972-41173991_VAT1_-	VAT1	674.0
chr3:160225969-160225988_KPNA4_-	KPNA4	426.0
chr3:45730948-45730967_SACM1L_+	SACM1L	600.0
chr9:90342610-90342629_CTSL_-	CTSL	1719.0
chr2:70441563-70441582_TIA1_+	TIA1	621.0
chr1:46089305-46089324_CCDC17_-	CCDC17	258.0
chr17:33477166-33477185_UNC45B_+	UNC45B	1463.0
chr16:7680615-7680634_RBFOX1_+	RBFOX1	0.0
chr6:30128269-30128288_TRIM10_-	TRIM10	531.0
chr9:118950360-118950379_PAPPA_-	PAPPA	884.0
chr19:34263349-34263368_CHST8_-	CHST8	781.0
chr15:27128599-27128618_GABRA5_-	GABRA5	586.0
chr4:114095626-114095645_ANK2_+	ANK2	691.0
chr5:176832351-176832370_F12_+	F12	1016.0
chr7:55912243-55912262_SEPT14_-	SEPT14	828.0
chr16:88871967-88871986_CDT1_-	CDT1	1014.0
chr1:51613201-51613220_C1orf185_-	C1orf185	957.0
chr8:144643969-144643988_GSDMD_-	GSDMD	997.0
chr17:60483880-60483899_EFCAB3_+	EFCAB3	475.0
chr11:58034906-58034925_OR10W1_-	OR10W1	843.0
chr2:26541877-26541896_GPR113_+	GPR113	806.0
chr5:52856531-52856550_NDUFS4_+	NDUFS4	1080.0
chr10:98192629-98192648_TLL2_+	TLL2	601.0
chr12:113758661-113758680_SLC8B1_+	SLC8B1	1208.0
chr7:27213876-27213895_HOXA10_+	HOXA10	590.0
chr11:55587541-55587560_OR5D18_+	OR5D18	727.0
chr2:73868688-73868707_NAT8_-	NAT8	658.0
chr4:85419178-85419197_NKX6-1_+	NKX6-1	576.0
chr12:113875804-113875823_SDSL_+	SDSL	1081.0
chr14:105059924-105059943_TMEM179_+	TMEM179	502.0
chr1:205138932-205138951_DSTYK_-	DSTYK	382.0
chrX:152226168-152226187_PNMA3_+	PNMA3	639.0
chr12:57850519-57850538_INHBE_+	INHBE	618.0
chr15:51675997-51676016_GLDN_-	GLDN	289.0
chr13:99368196-99368215_SLC15A1_-	SLC15A1	1341.0
chr19:19738037-19738056_LPAR2_+	LPAR2	246.0
chr8:38851175-38851194_TM2D2_-	TM2D2	795.0
chr7:2269712-2269731_MAD1L1_+	MAD1L1	384.0
chr10:43288451-43288470_BMS1_-	BMS1	484.0
chr12:120536638-120536657_RAB35_-	RAB35	707.0
chr11:63420022-63420041_ATL3_-	ATL3	410.0
chr9:123636924-123636943_PHF19_+	PHF19	458.0
chr5:156479539-156479558_HAVCR1_+	HAVCR1	698.0
chr2:217234753-217234772_MARCH4_+	MARCH4	630.0
chr2:216965258-216965277_TMEM169_-	TMEM169	376.0
chr9:138454162-138454181_PAEP_-	PAEP	822.0
chr11:94760094-94760113_KDM4E_+	KDM4E	302.0
chr5:134364865-134364884_PITX1_+	PITX1	423.0
chr3:194081041-194081060_LRRC15_+	LRRC15	331.0
chr4:110384768-110384787_SEC24B_-	SEC24B	324.0
chr5:54592058-54592077_DHX29_+	DHX29	678.0
chr6:34735767-34735786_SNRPC_-	SNRPC	575.0
chr9:129740003-129740022_RALGPS1_+	RALGPS1	826.0
chr12:56548602-56548621_MYL6B_+	MYL6B	439.0
chr10:22896909-22896928_PIP4K2A_-	PIP4K2A	340.0
chr17:38243034-38243053_THRA_+	THRA	435.0
chr17:18770626-18770645_PRPSAP2_+	PRPSAP2	656.0
chr9:130649818-130649837_ST6GALNAC6_-	ST6GALNAC6	561.0
chr17:38445837-38445856_CDC6_-	CDC6	739.0
chr7:30062383-30062402_FKBP14_-	FKBP14	483.0
chr19:36604392-36604411_OVOL3_+	OVOL3	833.0
chr3:51663344-51663363_RAD54L2_+	RAD54L2	382.0
chr1:247150373-247150392_ZNF695_+	ZNF695	561.0
chr12:110883245-110883264_ARPC3_+	ARPC3	270.0
chr3:9413091-9413110_THUMPD3_+	THUMPD3	415.0
chr1:44280585-44280604_ST3GAL3_-	ST3GAL3	902.0
chr19:23543839-23543858_ZNF91_+	ZNF91	326.0
chr16:2034759-2034778_GFER_+	GFER	970.0
chr1:247150961-247150980_ZNF695_+	ZNF695	562.0
chr12:88483000-88483019_CEP290_-	CEP290	455.0
chr10:61718348-61718367_C10orf40_-	C10orf40	358.0
chr2:203071995-203072014_SUMO1_-	SUMO1	204.0
chr6:135363153-135363172_HBS1L_-	HBS1L	469.0
chr4:40936635-40936654_APBB2_+	APBB2	359.0
chrX:107316470-107316489_VSIG1_+	VSIG1	597.0
chr3:143567101-143567120_SLC9A9_-	SLC9A9	747.0
chr20:31814762-31814781_BPIFA3_-	BPIFA3	967.0
chr2:101093828-101093847_NMS_+	NMS	472.0
chr3:12434214-12434233_PPARG_+	PPARG	629.0
chr2:231683317-231683336_CAB39_+	CAB39	622.0
chr2:17898036-17898055_SMC6_-	SMC6	394.0
chr19:49593566-49593585_SNRNP70_-	SNRNP70	638.0
chr12:96131817-96131836_NTN4_+	NTN4	714.0
chr12:25034276-25034295_BCAT1_-	BCAT1	431.0
chr1:115403350-115403369_SYCP1_+	SYCP1	511.0
chr9:86590389-86590408_HNRNPK_-	HNRNPK	887.0
chr4:80940101-80940120_ANTXR2_-	ANTXR2	1031.0
chr15:38766433-38766452_FAM98B_-	FAM98B	663.0
chr1:3807148-3807167_C1orf174_+	C1orf174	729.0
chr14:104026377-104026396_BAG5_+	BAG5	563.0
chr19:15075148-15075167_SLC1A6_-	SLC1A6	821.0
chr2:201724927-201724946_CLK1_-	CLK1	283.0
chrX:17767593-17767612_SCML1_+	SCML1	1222.0
chr1:92709901-92709920_C1orf146_-	C1orf146	1144.0
chr13:31338087-31338106_ALOX5AP_-	ALOX5AP	645.0
chr2:144903239-144903258_GTDC1_+	GTDC1	1008.0
chr10:51592609-51592628_TIMM23_-	TIMM23	711.0
chr11:126144873-126144892_FOXRED1_+	FOXRED1	162.0
chr3:156272774-156272793_SSR3_+	SSR3	641.0
chr4:185705116-185705135_ACSL1_+	ACSL1	448.0
chr12:133563437-133563456_ZNF26_+	ZNF26	577.0
chr3:66023845-66023864_MAGI1_-	MAGI1	881.0
chr12:10875546-10875565_YBX3_+	YBX3	710.0
chrX:110951564-110951583_ALG13_+	ALG13	822.0
chr17:33316588-33316607_LIG3_+	LIG3	489.0
chr7:150489171-150489190_TMEM176B_+	TMEM176B	619.0
chr4:141888791-141888810_RNF150_-	RNF150	410.0
chr12:124090488-124090507_DDX55_-	DDX55	821.0
chr1:28362144-28362163_EYA3_-	EYA3	800.0
chr3:33414589-33414608_FBXL2_-	FBXL2	1341.0
chr12:58144997-58145016_CDK4_+	CDK4	696.0
chr1:12089154-12089173_MIIP_+	MIIP	149.0
chr2:64796330-64796349_AFTPH_-	AFTPH	810.0
chr3:190967867-190967886_OSTN_-	OSTN	1180.0
chr18:19761406-19761425_GATA6_+	GATA6	993.0
chr4:69100330-69100349_TMPRSS11B_-	TMPRSS11B	585.0
chr4:169911398-169911417_CBR4_+	CBR4	313.0
chr2:202000709-202000728_CFLAR_-	CFLAR	319.0
chr3:115805294-115805313_LSAMP_+	LSAMP	875.0
chr19:39410745-39410764_SARS2_+	SARS2	744.0
chr7:149191586-149191605_ZNF746_-	ZNF746	179.0
chr1:158450590-158450609_OR10R2_-	OR10R2	475.0
chr9:130221347-130221366_LRSAM1_-	LRSAM1	1174.0
chr8:67929947-67929966_PPP1R42_+	PPP1R42	752.0
chr5:125807959-125807978_GRAMD3_+	GRAMD3	493.0
chr8:42022977-42022996_AP3M2_-	AP3M2	164.0
chr18:59888277-59888296_KIAA1468_+	KIAA1468	366.0
chr1:6635200-6635219_TAS1R1_+	TAS1R1	495.0
chr17:2186921-2186940_SMG6_-	SMG6	955.0
chr2:74184256-74184275_DGUOK_+	DGUOK	596.0
chr9:86403560-86403579_GKAP1_-	GKAP1	489.0
chr10:100195063-100195082_HPS1_-	HPS1	954.0
chr6:2953304-2953323_SERPINB6_-	SERPINB6	161.0
chr17:79991630-79991649_RAC3_+	RAC3	657.0
chr21:31654981-31655000_KRTAP24-1_+	KRTAP24-1	431.0
chr2:169851884-169851903_ABCB11_-	ABCB11	951.0
chr19:13002658-13002677_GCDH_+	GCDH	801.0
chr7:99036741-99036760_CPSF4_+	CPSF4	600.0
chr17:78188502-78188521_SGSH_-	SGSH	205.0
chr2:120125769-120125788_DBI_+	DBI	834.0
chr3:173997206-173997225_NLGN1_-	NLGN1	687.0
chr1:154113950-154113969_NUP210L_-	NUP210L	742.0
chr6:158049385-158049404_ZDHHC14_+	ZDHHC14	1094.0
chr11:209288-209307_RIC8A_+	RIC8A	829.0
chr22:51115100-51115119_SHANK3_+	SHANK3	729.0
chr15:41066556-41066575_DNAJC17_-	DNAJC17	794.0
chr17:72588612-72588631_C17orf77_+	C17orf77	215.0
chr14:75356009-75356028_DLST_+	DLST	877.0
chr9:101546428-101546447_ANKS6_-	ANKS6	296.0
chr12:3763397-3763416_EFCAB4B_+	EFCAB4B	1100.0
chr1:233807251-233807270_KCNK1_-	KCNK1	1219.0
chr7:98654870-98654889_SMURF1_+	SMURF1	112.0
chr6:31107538-31107557_PSORS1C1_+	PSORS1C1	1366.0
chr11:14810668-14810687_PDE3B_+	PDE3B	1032.0
chr5:134332103-134332122_CATSPER3_-	CATSPER3	906.0
chr7:73097180-73097199_DNAJC30_+	DNAJC30	1129.0
chr11:71951206-71951225_PHOX2A_+	PHOX2A	778.0
chr1:220870034-220870053_C1orf115_+	C1orf115	542.0
chr2:219925060-219925079_IHH_+	IHH	685.0
chr3:42740538-42740557_HHATL_-	HHATL	394.0
chr6:41046830-41046849_NFYA_-	NFYA	709.0
chr11:3381040-3381059_ZNF195_+	ZNF195	638.0
chr3:89391092-89391111_EPHA3_+	EPHA3	202.0
chr4:169911390-169911409_CBR4_-	CBR4	288.0
chr20:32438851-32438870_CHMP4B_+	CHMP4B	1236.0
chr19:6734242-6734261_GPR108_+	GPR108	473.0
chr1:150432704-150432723_RPRD2_-	RPRD2	400.0
chr9:21385115-21385134_IFNA2_-	IFNA2	327.0
chr17:41561459-41561478_DHX8_-	DHX8	446.0
chr4:57845142-57845161_POLR2B_+	POLR2B	421.0
chr6:46214494-46214513_RCAN2_+	RCAN2	704.0
chr8:56863075-56863094_LYN_-	LYN	383.0
chr19:46394222-46394241_MYPOP_+	MYPOP	1222.0
chr8:93017471-93017490_RUNX1T1_+	RUNX1T1	1212.0
chr11:72019641-72019660_CLPB_-	CLPB	880.0
chr16:55846817-55846836_CES1_-	CES1	730.0
chr3:25832695-25832714_OXSM_+	OXSM	759.0
chr1:155984737-155984756_SSR2_+	SSR2	615.0
chr1:40218594-40218613_PPIE_-	PPIE	477.0
chr14:90420252-90420271_EFCAB11_-	EFCAB11	285.0
chr4:5527991-5528010_C4orf6_-	C4orf6	428.0
chr19:16653152-16653171_CHERP_+	CHERP	867.0
chr9:100667095-100667114_C9orf156_-	C9orf156	660.0
chr11:104761217-104761236_CASP12_-	CASP12	411.0
chr3:33414808-33414827_FBXL2_-	FBXL2	355.0
chr1:174992541-174992560_MRPS14_-	MRPS14	1546.0
chr4:162841670-162841689_FSTL5_+	FSTL5	463.0
chr13:113980239-113980258_GRTP1_-	GRTP1	769.0
chr1:1848587-1848606_CALML6_+	CALML6	1357.0
chr5:138700343-138700362_PAIP2_-	PAIP2	584.0
chr17:41477394-41477413_ARL4D_+	ARL4D	832.0
chrX:37535046-37535065_LANCL3_-	LANCL3	767.0
chr10:104634379-104634398_AS3MT_+	AS3MT	417.0
chr5:137222600-137222619_MYOT_+	MYOT	579.0
chr1:31501702-31501721_PUM1_-	PUM1	796.0
chr12:132393506-132393525_ULK1_-	ULK1	382.0
chr6:91269872-91269891_MAP3K7_+	MAP3K7	278.0
chr11:55735348-55735367_OR10AG1_+	OR10AG1	274.0
chr7:116166716-116166735_CAV1_+	CAV1	791.0
chr12:123058896-123058915_KNTC1_-	KNTC1	885.0
chr8:41122691-41122710_SFRP1_+	SFRP1	1007.0
chr7:48018031-48018050_HUS1_-	HUS1	1163.0
chr3:3221361-3221380_CRBN_-	CRBN	1403.0
chr1:205689689-205689708_NUCKS1_-	NUCKS1	686.0
chrX:16168681-16168700_GRPR_-	GRPR	844.0
chr14:78203357-78203376_SNW1_-	SNW1	591.0
chr3:125734364-125734383_SLC41A3_-	SLC41A3	787.0
chr16:53730082-53730101_RPGRIP1L_-	RPGRIP1L	554.0
chr7:54825275-54825294_SEC61G_-	SEC61G	1487.0
chr11:57414231-57414250_YPEL4_+	YPEL4	778.0
chr12:21791392-21791411_LDHB_-	LDHB	880.0
chr5:137513295-137513314_BRD8_+	BRD8	507.0
chr3:158531764-158531783_MFSD1_+	MFSD1	313.0
chr19:58513525-58513544_CTD-2368P22.1_-	CTD-2368P22.1	813.0
chr7:139316447-139316466_HIPK2_+	HIPK2	285.0
chr15:65994753-65994772_DENND4A_+	DENND4A	505.0
chr11:118305416-118305435_RP11-770J1.4_+	RP11-770J1.4	751.0
chr2:203933155-203933174_NBEAL1_+	NBEAL1	690.0
chr14:51243685-51243704_NIN_+	NIN	545.0
chr7:94937421-94937440_PON1_+	PON1	346.0
chr14:94009021-94009040_UNC79_+	UNC79	508.0
chr12:100613845-100613864_ACTR6_-	ACTR6	454.0
chr18:60028919-60028938_TNFRSF11A_-	TNFRSF11A	729.0
chr2:27878385-27878404_SUPT7L_-	SUPT7L	509.0
chr3:100119763-100119782_TOMM70A_-	TOMM70A	927.0
chr19:51483111-51483130_KLK7_+	KLK7	1236.0
chr17:40968029-40968048_BECN1_-	BECN1	903.0
chr3:47316908-47316927_KIF9_+	KIF9	1224.0
chr7:123269325-123269344_ASB15_+	ASB15	1204.0
chr9:114412170-114412189_DNAJC25_+	DNAJC25	1160.0
chr13:61987998-61988017_PCDH20_-	PCDH20	376.0
chr17:41154756-41154775_RPL27_+	RPL27	641.0
chr12:68052117-68052136_DYRK2_+	DYRK2	172.0
chr5:56208875-56208894_SETD9_-	SETD9	232.0
chr20:1460516-1460535_SIRPB2_-	SIRPB2	1191.0
chr11:58892649-58892668_FAM111B_+	FAM111B	620.0
chr22:23968210-23968229_C22orf43_+	C22orf43	654.0
chr4:52883287-52883306_LRRC66_-	LRRC66	1575.0
chr4:185350153-185350172_IRF2_-	IRF2	395.0
chr1:244583555-244583574_ADSS_+	ADSS	1177.0
chr10:75542866-75542885_CHCHD1_-	CHCHD1	746.0
chr9:116176040-116176059_C9orf43_+	C9orf43	915.0
chr4:159782590-159782609_FNIP2_-	FNIP2	179.0
chr6:56505220-56505239_DST_+	DST	959.0
chr4:147442782-147442801_SLC10A7_-	SLC10A7	822.0
chr9:123860741-123860760_CNTRL_-	CNTRL	676.0
chr7:22478308-22478327_STEAP1B_-	STEAP1B	432.0
chr6:88074880-88074899_C6orf163_+	C6orf163	836.0
chr1:109261564-109261583_FNDC7_-	FNDC7	614.0
chr7:103474084-103474103_RELN_+	RELN	566.0
chr3:137843402-137843421_A4GNT_-	A4GNT	453.0
chr5:65322174-65322193_ERBB2IP_+	ERBB2IP	427.0
chr6:147054371-147054390_ADGB_-	ADGB	522.0
chr15:90814777-90814796_NGRN_+	NGRN	618.0
chr3:118913185-118913204_UPK1B_+	UPK1B	300.0
chr3:185639893-185639912_TRA2B_-	TRA2B	547.0
chrX:72433617-72433636_NAP1L2_-	NAP1L2	962.0
chr19:2876239-2876258_ZNF556_+	ZNF556	288.0
chr4:39463836-39463855_LIAS_+	LIAS	882.0
chr12:81205393-81205412_LIN7A_-	LIN7A	308.0
chr5:60768652-60768671_ZSWIM6_-	ZSWIM6	1538.0
chr9:37782077-37782096_EXOSC3_-	EXOSC3	334.0
chr19:49952883-49952902_PIH1D1_-	PIH1D1	557.0
chr20:16712872-16712891_SNRPB2_+	SNRPB2	327.0
chr19:52794370-52794389_ZNF766_-	ZNF766	873.0
chr19:47242080-47242099_STRN4_-	STRN4	924.0
chr1:236341788-236341807_GPR137B_+	GPR137B	536.0
chr2:211442174-211442193_CPS1_+	CPS1	565.0
chr1:160850367-160850386_ITLN1_+	ITLN1	1453.0
chr3:139102177-139102196_COPB2_+	COPB2	880.0
chr3:183700564-183700583_ABCC5_-	ABCC5	928.0
chr2:136627864-136627883_MCM6_-	MCM6	557.0
chr14:104431849-104431868_TDRD9_+	TDRD9	739.0
chr3:170102390-170102409_SKIL_+	SKIL	1033.0
chr7:8272208-8272227_ICA1_+	ICA1	755.0
chr1:86820329-86820348_ODF2L_-	ODF2L	305.0
chr3:20027360-20027379_PP2D1_-	PP2D1	761.0
chr1:32688195-32688214_EIF3I_-	EIF3I	540.0
chr3:141006232-141006251_ACPL2_-	ACPL2	857.0
chr11:117667799-117667818_DSCAML1_+	DSCAML1	751.0
chr1:112303136-112303155_DDX20_-	DDX20	9.0
chr2:217724719-217724738_TNP1_-	TNP1	490.0
chr17:7506280-7506299_FXR2_-	FXR2	471.0
chr7:143771986-143772005_OR2A25_+	OR2A25	850.0
chr15:50595270-50595289_GABPB1_-	GABPB1	610.0
chr11:94320211-94320230_PIWIL4_+	PIWIL4	369.0
chr19:48665562-48665581_LIG1_-	LIG1	695.0
chr8:74737365-74737384_UBE2W_+	UBE2W	640.0
chr7:143140943-143140962_TAS2R60_+	TAS2R60	904.0
chr6:26225424-26225443_HIST1H3E_+	HIST1H3E	865.0
chr6:55142293-55142312_HCRTR2_+	HCRTR2	873.0
chr15:77750835-77750854_HMG20A_-	HMG20A	856.0
chrX:148690475-148690494_TMEM185A_-	TMEM185A	1060.0
chr3:50388936-50388955_CYB561D2_-	CYB561D2	857.0
chr14:94964654-94964673_SERPINA12_-	SERPINA12	1401.0
chr3:141634822-141634841_ATP1B3_+	ATP1B3	630.0
chr19:12243947-12243966_ZNF20_-	ZNF20	976.0
chr11:46837885-46837904_CKAP5_-	CKAP5	389.0
chr6:27834902-27834921_HIST1H1B_-	HIST1H1B	667.0
chr14:31867881-31867900_HEATR5A_-	HEATR5A	465.0
chr14:94039131-94039150_UNC79_-	UNC79	558.0
chr17:79881028-79881047_MAFG_-	MAFG	257.0
chr1:24288286-24288305_PNRC2_-	PNRC2	924.0
chr8:104412760-104412779_SLC25A32_-	SLC25A32	369.0
chr12:46327975-46327994_SCAF11_+	SCAF11	663.0
chr9:104432797-104432816_GRIN3A_+	GRIN3A	1192.0
chr11:62530400-62530419_POLR2G_-	POLR2G	210.0
chr12:14849316-14849335_GUCY2C_+	GUCY2C	528.0
chr5:149375308-149375327_TIGD6_-	TIGD6	540.0
chrX:55650548-55650567_FOXR2_-	FOXR2	1117.0
chr12:95566390-95566409_FGD6_-	FGD6	1253.0
chr3:52730576-52730595_GLT8D1_-	GLT8D1	459.0
chr11:114168734-114168753_NNMT_-	NNMT	215.0
chr13:70456441-70456460_KLHL1_+	KLHL1	348.0
chr3:151166958-151166977_IGSF10_-	IGSF10	856.0
chr17:1416803-1416822_INPP5K_+	INPP5K	1464.0
chr16:4786530-4786549_C16orf71_+	C16orf71	1113.0
chr17:67516479-67516498_MAP2K6_+	MAP2K6	739.0
chr1:1158675-1158694_SDF4_-	SDF4	1117.0
chr17:40729680-40729699_PSMC3IP_-	PSMC3IP	1419.0
chr20:49552732-49552751_DPM1_-	DPM1	560.0
chr13:52345940-52345959_DHRS12_+	DHRS12	795.0
chr12:51072513-51072532_DIP2B_-	DIP2B	278.0
chr5:176025291-176025310_GPRIN1_-	GPRIN1	616.0
chr2:33335762-33335781_LTBP1_-	LTBP1	364.0
chr5:16508714-16508733_FAM134B_-	FAM134B	521.0
chr1:32793275-32793294_HDAC1_-	HDAC1	1087.0
chr14:70263680-70263699_SLC10A1_-	SLC10A1	520.0
chr9:43627252-43627271_SPATA31A6_+	SPATA31A6	654.0
chr3:148927970-148927989_CP_+	CP	765.0
chr2:29073950-29073969_TRMT61B_-	TRMT61B	875.0
chr8:17447239-17447258_PDGFRL_-	PDGFRL	764.0
chrY:2847278-2847297_ZFY_+	ZFY	392.0
chr7:26412162-26412181_SNX10_+	SNX10	408.0
chr2:179914658-179914677_CCDC141_-	CCDC141	1264.0
chr12:22061049-22061068_ABCC9_+	ABCC9	543.0
chr22:24953663-24953682_SNRPD3_+	SNRPD3	573.0
chr20:14306709-14306728_FLRT3_-	FLRT3	714.0
chr5:149676941-149676960_ARSI_+	ARSI	1003.0
chr15:83491904-83491923_WHAMM_+	WHAMM	596.0
chr5:42699944-42699963_GHR_-	GHR	577.0
chr12:79693253-79693272_SYT1_+	SYT1	334.0
chr11:64824923-64824942_NAALADL1_+	NAALADL1	625.0
chr4:38799891-38799910_TLR1_+	TLR1	878.0
chr11:108059969-108059988_NPAT_+	NPAT	658.0
chr1:54703966-54703985_SSBP3-AS1_-	SSBP3-AS1	896.0
chr6:135768152-135768171_AHI1_-	AHI1	901.0
chr1:79106731-79106750_IFI44L_+	IFI44L	485.0
chrX:139038491-139038510_CXorf66_+	CXorf66	960.0
chr9:114296577-114296596_ZNF483_+	ZNF483	762.0
chr13:114154440-114154459_TMCO3_-	TMCO3	730.0
chr11:122720836-122720855_CRTAM_+	CRTAM	670.0
chr17:60683545-60683564_TLK2_+	TLK2	101.0
chr11:112064657-112064676_BCO2_-	BCO2	1100.0
chr9:129143378-129143397_MVB12B_-	MVB12B	556.0
chr10:90486660-90486679_LIPK_-	LIPK	604.0
chr4:70807775-70807794_CSN1S1_-	CSN1S1	608.0
chr9:33797917-33797936_PRSS3_+	PRSS3	361.0
chr7:123296050-123296069_LMOD2_+	LMOD2	163.0
chr12:60165025-60165044_SLC16A7_+	SLC16A7	753.0
chr2:217364025-217364044_RPL37A_+	RPL37A	711.0
chr12:72366431-72366450_TPH2_+	TPH2	160.0
chr16:24887010-24887029_SLC5A11_-	SLC5A11	875.0
chr10:98109505-98109524_OPALIN_+	OPALIN	431.0
chrX:105449926-105449945_MUM1L1_+	MUM1L1	598.0
chr16:2259433-2259452_BRICD5_+	BRICD5	1460.0
chr17:33288632-33288651_ZNF830_+	ZNF830	242.0
chr7:155150818-155150837_BLACE_+	BLACE	493.0
chr20:4883140-4883159_SLC23A2_+	SLC23A2	858.0
chr12:438154-438173_KDM5A_-	KDM5A	1191.0
chr17:54972901-54972920_TRIM25_+	TRIM25	1516.0
chr4:25391776-25391795_ANAPC4_-	ANAPC4	837.0
chr2:64323587-64323606_PELI1_+	PELI1	891.0
chr12:25257328-25257347_LRMP_-	LRMP	599.0
chr21:38444772-38444791_PIGP_+	PIGP	782.0
chr19:46003774-46003793_PPM1N_-	PPM1N	832.0
chr6:57017042-57017061_ZNF451_-	ZNF451	738.0
chr11:58723136-58723155_GLYATL1_+	GLYATL1	342.0
chr11:5906381-5906400_OR52E4_-	OR52E4	506.0
chr5:131796410-131796429_C5orf56_-	C5orf56	1252.0
chr2:190620117-190620136_OSGEPL1_+	OSGEPL1	1056.0
chr11:87020594-87020613_TMEM135_-	TMEM135	742.0
chr15:59942895-59942914_GTF2A2_-	GTF2A2	1039.0
chr12:93101444-93101463_C12orf74_-	C12orf74	488.0
chr5:178506417-178506436_ZNF354C_+	ZNF354C	708.0
chr18:47810866-47810885_CXXC1_-	CXXC1	468.0
chr7:7278471-7278490_C1GALT1_-	C1GALT1	666.0
chrX:110653313-110653332_DCX_+	DCX	935.0
chr17:16526345-16526364_ZNF624_-	ZNF624	553.0
chr12:48393691-48393710_COL2A1_+	COL2A1	918.0
chr4:177109304-177109323_SPATA4_+	SPATA4	381.0
chr19:50412183-50412202_NUP62_+	NUP62	333.0
chrX:16761850-16761869_SYAP1_-	SYAP1	803.0
chr5:80057449-80057468_MSH3_+	MSH3	635.0
chr15:23021328-23021347_NIPA2_-	NIPA2	623.0
chr10:104836006-104836025_CNNM2_-	CNNM2	540.0
chr5:74325776-74325795_GCNT4_+	GCNT4	1080.0
chr8:18257807-18257826_NAT2_+	NAT2	519.0
chr18:19263895-19263914_ABHD3_-	ABHD3	726.0
chr5:40730438-40730457_TTC33_-	TTC33	576.0
chr5:61875298-61875317_LRRC70_-	LRRC70	871.0
