sgRNA_ID	Gene	HAP1_T18B
chr22:25755930-25755949_LRP5L_-	LRP5L	589.0
chr1:158813168-158813187_MNDA_+	MNDA	697.0
chrX:153674176-153674195_FAM50A_+	FAM50A	304.0
chr1:28233468-28233487_RPA2_-	RPA2	249.0
chr19:35610277-35610296_FXYD3_+	FXYD3	1649.0
chr5:158267036-158267055_EBF1_-	EBF1	550.0
chr5:74988235-74988254_POC5_+	POC5	119.0
chr6:36870139-36870158_C6orf89_-	C6orf89	338.0
chr1:181480602-181480621_CACNA1E_-	CACNA1E	696.0
chr12:123238257-123238276_DENR_+	DENR	202.0
chr18:20564928-20564947_RBBP8_+	RBBP8	363.0
chr1:32048780-32048799_TINAGL1_+	TINAGL1	378.0
chr9:130698001-130698020_DPM2_-	DPM2	274.0
chr6:137191097-137191116_PEX7_-	PEX7	322.0
chr19:18376115-18376134_KIAA1683_-	KIAA1683	190.0
chr16:3198359-3198378_CASP16_+	CASP16	359.0
chr1:223989893-223989912_TP53BP2_+	TP53BP2	330.0
chr10:102289235-102289254_NDUFB8_-	NDUFB8	208.0
chr6:33172475-33172494_HSD17B8_-	HSD17B8	682.0
chr9:107526544-107526563_NIPSNAP3B_+	NIPSNAP3B	587.0
chr12:110006609-110006628_MMAB_-	MMAB	1261.0
chr1:6393597-6393616_ACOT7_-	ACOT7	583.0
chr5:71015787-71015806_CARTPT_-	CARTPT	524.0
chr16:30129424-30129443_MAPK3_-	MAPK3	371.0
chr21:46233980-46233999_SUMO3_-	SUMO3	388.0
chr17:74382351-74382370_SPHK1_-	SPHK1	470.0
chr16:1657234-1657253_IFT140_-	IFT140	362.0
chr22:21984273-21984292_YDJC_+	YDJC	314.0
chr11:134217294-134217313_GLB1L2_+	GLB1L2	570.0
chr5:36035976-36035995_UGT3A2_-	UGT3A2	590.0
chr22:19468490-19468509_CDC45_+	CDC45	0.0
chr11:134201957-134201976_GLB1L2_+	GLB1L2	575.0
chr3:100067683-100067702_NIT2_+	NIT2	1351.0
chr17:8021267-8021286_ALOXE3_-	ALOXE3	561.0
chr5:141517344-141517363_NDFIP1_+	NDFIP1	577.0
chr1:203466193-203466212_OPTC_+	OPTC	493.0
chr1:155179056-155179075_MTX1_-	MTX1	137.0
chr1:27272109-27272128_NUDC_+	NUDC	16.0
chr3:185214612-185214631_TMEM41A_+	TMEM41A	306.0
chr19:51485063-51485082_KLK7_+	KLK7	660.0
chr16:49313446-49313465_CBLN1_-	CBLN1	827.0
chr11:132527105-132527124_OPCML_+	OPCML	176.0
chr5:150723096-150723115_SLC36A2_+	SLC36A2	165.0
chr16:3254846-3254865_OR1F1_-	OR1F1	716.0
chr16:5083278-5083297_NAGPA_+	NAGPA	265.0
chr11:94322310-94322329_PIWIL4_-	PIWIL4	232.0
chr4:1643122-1643141_FAM53A_-	FAM53A	729.0
chr18:20889646-20889665_TMEM241_-	TMEM241	364.0
chr9:139694167-139694186_KIAA1984_+	KIAA1984	673.0
chr15:51514690-51514709_CYP19A1_+	CYP19A1	931.0
chr19:40222094-40222113_CLC_-	CLC	542.0
chr3:142739505-142739524_U2SURP_-	U2SURP	50.0
chr15:102346320-102346339_OR4F6_+	OR4F6	519.0
chr7:158827301-158827320_VIPR2_+	VIPR2	338.0
chr16:2762778-2762797_PRSS27_+	PRSS27	424.0
chr9:34690272-34690291_CCL19_-	CCL19	620.0
chr8:126015492-126015511_SQLE_+	SQLE	553.0
chr2:230923843-230923862_SLC16A14_+	SLC16A14	720.0
chr7:22862292-22862311_TOMM7_+	TOMM7	190.0
chr13:50296147-50296166_KPNA3_+	KPNA3	600.0
chr5:56778490-56778509_ACTBL2_+	ACTBL2	140.0
chr10:46312944-46312963_FAM25E_+	FAM25E	230.0
chr17:44929066-44929085_WNT9B_-	WNT9B	190.0
chr6:31127441-31127460_TCF19_-	TCF19	611.0
chr10:23384569-23384588_MSRB2_+	MSRB2	458.0
chr10:104019825-104019844_GBF1_-	GBF1	362.0
chr11:5411048-5411067_OR51M1_-	OR51M1	267.0
chr22:26099522-26099541_ADRBK2_+	ADRBK2	951.0
chr1:228680785-228680804_RNF187_+	RNF187	412.0
chr1:150997206-150997225_PRUNE_+	PRUNE	855.0
chr11:67269477-67269496_PITPNM1_+	PITPNM1	368.0
chr3:46775708-46775727_PRSS46_+	PRSS46	696.0
chr10:7762887-7762906_ITIH2_-	ITIH2	102.0
chr7:150935440-150935459_CHPF2_+	CHPF2	597.0
chr7:5643160-5643179_FSCN1_+	FSCN1	803.0
chr5:34757596-34757615_RAI14_+	RAI14	551.0
chr12:52470671-52470690_C12orf44_-	C12orf44	186.0
chr20:33451193-33451212_GGT7_+	GGT7	486.0
chr2:42180340-42180359_C2orf91_-	C2orf91	329.0
chr20:35929675-35929694_MANBAL_+	MANBAL	390.0
chr12:49997122-49997141_FAM186B_-	FAM186B	202.0
chr2:175624251-175624270_CHRNA1_+	CHRNA1	675.0
chr1:2541118-2541137_MMEL1_+	MMEL1	304.0
chr19:48179119-48179138_GLTSCR1_+	GLTSCR1	383.0
chr1:85039918-85039937_CTBS_+	CTBS	933.0
chr1:110577424-110577443_STRIP1_-	STRIP1	58.0
chr5:140768321-140768340_PCDHGB4_+	PCDHGB4	121.0
chr20:35832333-35832352_RPN2_+	RPN2	231.0
chr9:101594224-101594243_GALNT12_-	GALNT12	380.0
chr9:133342165-133342184_ASS1_+	ASS1	218.0
chr12:52794358-52794377_KRT82_-	KRT82	376.0
chr19:41727913-41727932_AXL_-	AXL	121.0
chr22:38823864-38823883_KCNJ4_-	KCNJ4	267.0
chr12:56384555-56384574_RAB5B_+	RAB5B	267.0
chr19:55239237-55239256_KIR3DL3_-	KIR3DL3	747.0
chr4:169927949-169927968_CBR4_-	CBR4	584.0
chr3:49936059-49936078_MST1R_-	MST1R	811.0
chr12:69962861-69962880_FRS2_-	FRS2	529.0
chrX:38146349-38146368_RPGR_-	RPGR	482.0
chr7:149946109-149946128_ACTR3C_+	ACTR3C	379.0
chr19:38912690-38912709_RASGRP4_+	RASGRP4	501.0
chr11:73366883-73366902_PLEKHB1_-	PLEKHB1	298.0
chr17:36499208-36499227_GPR179_-	GPR179	803.0
chr7:105173288-105173307_RINT1_+	RINT1	485.0
chr6:170597441-170597460_DLL1_-	DLL1	757.0
chr6:145948614-145948633_EPM2A_-	EPM2A	356.0
chr1:11106950-11106969_MASP2_+	MASP2	431.0
chr6:147012372-147012391_ADGB_-	ADGB	721.0
chr11:123474226-123474245_GRAMD1B_+	GRAMD1B	175.0
chr1:229478021-229478040_CCSAP_+	CCSAP	500.0
chr21:39493314-39493333_DSCR4_-	DSCR4	460.0
chr4:174292351-174292370_SAP30_+	SAP30	749.0
chr6:87725259-87725278_HTR1E_-	HTR1E	854.0
chr17:8110070-8110089_AURKB_-	AURKB	74.0
chr2:240984551-240984570_OR6B3_-	OR6B3	429.0
chr16:5125439-5125458_ALG1_-	ALG1	311.0
chr19:58629721-58629740_ZSCAN18_-	ZSCAN18	337.0
chr3:45988522-45988541_CXCR6_+	CXCR6	706.0
chr14:74413203-74413222_FAM161B_-	FAM161B	558.0
chr22:39996632-39996651_CACNA1I_-	CACNA1I	371.0
chr4:2514235-2514254_RNF4_+	RNF4	226.0
chr12:123435062-123435081_ABCB9_+	ABCB9	564.0
chr3:150421379-150421398_FAM194A_+	FAM194A	375.0
chr19:38924475-38924494_RYR1_+	RYR1	234.0
chr6:90660912-90660931_BACH2_-	BACH2	692.0
chr5:166802315-166802334_TENM2_+	TENM2	1066.0
chr20:52835578-52835597_PFDN4_+	PFDN4	632.0
chr16:2834653-2834672_PRSS33_+	PRSS33	333.0
chr1:110527686-110527705_AHCYL1_+	AHCYL1	973.0
chr19:41289688-41289707_RAB4B_+	RAB4B	412.0
chr1:57002653-57002672_PPAP2B_-	PPAP2B	799.0
chr14:75375595-75375614_RPS6KL1_-	RPS6KL1	955.0
chr19:46997588-46997607_PNMAL2_+	PNMAL2	683.0
chr14:51411089-51411108_PYGL_-	PYGL	528.0
chr6:3259354-3259373_PSMG4_+	PSMG4	80.0
chr5:72469106-72469125_TMEM174_-	TMEM174	391.0
chr19:3224748-3224767_CELF5_+	CELF5	237.0
chr22:39078362-39078381_TOMM22_+	TOMM22	0.0
chr16:771303-771322_FAM173A_+	FAM173A	711.0
chr5:140802269-140802288_PCDHGA11_+	PCDHGA11	463.0
chr8:49642383-49642402_EFCAB1_-	EFCAB1	567.0
chr7:87563768-87563787_ADAM22_+	ADAM22	609.0
chr17:34257163-34257182_RDM1_+	RDM1	405.0
chr5:140229799-140229818_PCDHA9_+	PCDHA9	732.0
chr1:112298531-112298550_DDX20_+	DDX20	586.0
chr18:23670527-23670546_SS18_-	SS18	420.0
chr2:131116472-131116491_PTPN18_+	PTPN18	663.0
chr12:31440629-31440648_FAM60A_-	FAM60A	109.0
chr2:74699500-74699519_MRPL53_-	MRPL53	20.0
chr10:29839764-29839783_SVIL_-	SVIL	736.0
chr1:53925177-53925196_DMRTB1_-	DMRTB1	563.0
chr20:42885894-42885913_GDAP1L1_-	GDAP1L1	103.0
chr11:116633835-116633854_BUD13_+	BUD13	14.0
chr11:27384613-27384632_CCDC34_-	CCDC34	677.0
chr20:47351067-47351086_PREX1_+	PREX1	851.0
chr19:42365202-42365221_RPS19_-	RPS19	29.0
chr11:116633871-116633890_BUD13_+	BUD13	23.0
chr17:55822580-55822599_AC007431.1_-	AC007431.1	170.0
chr14:45633579-45633598_FANCM_+	FANCM	129.0
chr1:151016160-151016179_BNIPL_-	BNIPL	353.0
chr5:140798755-140798774_PCDHGB7_+	PCDHGB7	49.0
chr9:35617186-35617205_CD72_-	CD72	613.0
chr9:136699407-136699426_VAV2_-	VAV2	768.0
chr1:206778806-206778825_EIF2D_+	EIF2D	551.0
chr2:230875474-230875493_FBXO36_+	FBXO36	439.0
chrX:15808638-15808657_ZRSR2_+	ZRSR2	326.0
chr11:76868417-76868436_MYO7A_+	MYO7A	655.0
chr19:2246883-2246902_SF3A2_+	SF3A2	173.0
chr11:72424262-72424281_ARAP1_-	ARAP1	730.0
chr13:61109304-61109323_TDRD3_+	TDRD3	348.0
chr7:96653782-96653801_DLX5_-	DLX5	466.0
chr13:100861696-100861715_PCCA_-	PCCA	439.0
chr12:48543427-48543446_ASB8_+	ASB8	608.0
chr5:160757988-160758007_GABRB2_+	GABRB2	217.0
chr10:72164253-72164272_EIF4EBP2_+	EIF4EBP2	589.0
chr2:96648076-96648095_ANKRD36C_+	ANKRD36C	209.0
chr14:20978771-20978790_RNASE10_+	RNASE10	657.0
chr8:143763394-143763413_PSCA_+	PSCA	297.0
chr5:149759226-149759245_TCOF1_+	TCOF1	133.0
chr2:162273128-162273147_TBR1_+	TBR1	345.0
chr11:2930878-2930897_SLC22A18_-	SLC22A18	679.0
chr19:603847-603866_HCN2_+	HCN2	69.0
chr4:5746996-5747015_EVC_+	EVC	430.0
chr2:201435878-201435897_SGOL2_+	SGOL2	720.0
chr8:38066709-38066728_BAG4_+	BAG4	245.0
chr17:39846435-39846454_EIF1_-	EIF1	32.0
chr15:55632885-55632904_PIGB_-	PIGB	398.0
chr18:7050818-7050837_LAMA1_+	LAMA1	559.0
chr7:148947456-148947475_ZNF212_+	ZNF212	458.0
chr19:58570654-58570673_ZNF135_-	ZNF135	443.0
chr15:79324497-79324516_RASGRF1_-	RASGRF1	179.0
chr17:56164517-56164536_DYNLL2_+	DYNLL2	515.0
chr4:100571265-100571284_RP11-766F14.2_+	RP11-766F14.2	950.0
chr4:103644139-103644158_MANBA_+	MANBA	384.0
chr1:17257026-17257045_CROCC_+	CROCC	933.0
chr9:21974769-21974788_CDKN2A_-	CDKN2A	371.0
chr21:27141474-27141493_GABPA_-	GABPA	578.0
chr9:139848224-139848243_LCN12_-	LCN12	360.0
chr17:79994835-79994854_DCXR_-	DCXR	135.0
chr8:61713056-61713075_CHD7_-	CHD7	515.0
chr19:890138-890157_MED16_+	MED16	416.0
chr19:9721964-9721983_ZNF561_-	ZNF561	595.0
chr17:39122985-39123004_KRT39_+	KRT39	781.0
chr7:99318010-99318029_CYP3A7_-	CYP3A7	407.0
chr1:55451802-55451821_TMEM61_-	TMEM61	361.0
chr10:31750060-31750079_ZEB1_+	ZEB1	432.0
chr19:41939460-41939479_ATP5SL_-	ATP5SL	87.0
chr6:52303368-52303387_EFHC1_+	EFHC1	465.0
chr19:51830130-51830149_IGLON5_-	IGLON5	423.0
chr1:89846162-89846181_GBP6_-	GBP6	1802.0
chr1:110993889-110993908_PROK1_+	PROK1	666.0
chr4:187077235-187077254_FAM149A_+	FAM149A	879.0
chr7:90042133-90042152_CLDN12_+	CLDN12	176.0
chr7:129317587-129317606_NRF1_-	NRF1	151.0
chr9:32632952-32632971_TAF1L_-	TAF1L	308.0
chr5:96518832-96518851_RIOK2_-	RIOK2	7.0
chr10:90521974-90521993_LIPN_-	LIPN	297.0
chr1:67263786-67263805_INSL5_+	INSL5	420.0
chr11:10774230-10774249_CTR9_+	CTR9	158.0
chr11:100912809-100912828_PGR_+	PGR	518.0
chr8:43033255-43033274_HGSNAT_+	HGSNAT	655.0
chr12:121442076-121442095_C12orf43_+	C12orf43	1439.0
chr18:66504225-66504244_CCDC102B_-	CCDC102B	347.0
chr1:205084033-205084052_RBBP5_-	RBBP5	121.0
chr7:44250666-44250685_YKT6_+	YKT6	66.0
chr5:132038672-132038691_KIF3A_-	KIF3A	408.0
chr8:99961528-99961547_OSR2_+	OSR2	647.0
chr21:38862558-38862577_DYRK1A_+	DYRK1A	113.0
chr17:37094961-37094980_FBXO47_-	FBXO47	491.0
chr7:32909598-32909617_KBTBD2_-	KBTBD2	156.0
chr13:53039573-53039592_CKAP2_+	CKAP2	218.0
chr2:208811135-208811154_PLEKHM3_+	PLEKHM3	310.0
chr4:115997544-115997563_NDST4_-	NDST4	483.0
chr19:34983979-34983998_WTIP_+	WTIP	509.0
chr12:54118972-54118991_CALCOCO1_+	CALCOCO1	687.0
chr1:54506482-54506501_TMEM59_-	TMEM59	111.0
chr11:75279786-75279805_SERPINH1_+	SERPINH1	159.0
chr4:24821487-24821506_CCDC149_-	CCDC149	240.0
chr19:18047250-18047269_CCDC124_+	CCDC124	316.0
chr7:1579825-1579844_MAFK_+	MAFK	623.0
chr17:33880408-33880427_SLFN14_+	SLFN14	262.0
chr19:1271197-1271216_CIRBP_+	CIRBP	625.0
chr12:6495516-6495535_LTBR_+	LTBR	725.0
chr17:37790185-37790204_PPP1R1B_+	PPP1R1B	151.0
chr19:18376687-18376706_KIAA1683_-	KIAA1683	659.0
chr2:234545743-234545762_UGT1A10_-	UGT1A10	450.0
chr3:42949552-42949571_ZNF662_+	ZNF662	678.0
chr17:77044089-77044108_C1QTNF1_+	C1QTNF1	377.0
chr5:37350269-37350288_NUP155_+	NUP155	53.0
chr8:8654864-8654883_MFHAS1_+	MFHAS1	525.0
chr19:54618047-54618066_TFPT_+	TFPT	735.0
chr3:12623419-12623438_MKRN2_-	MKRN2	285.0
chrX:135630862-135630881_VGLL1_-	VGLL1	255.0
chr8:16032720-16032739_MSR1_+	MSR1	948.0
chr1:25880420-25880439_LDLRAP1_+	LDLRAP1	228.0
chr1:31351551-31351570_SDC3_-	SDC3	352.0
chr2:135848617-135848636_RAB3GAP1_-	RAB3GAP1	238.0
chr17:38320145-38320164_CASC3_+	CASC3	117.0
chr3:187451421-187451440_BCL6_+	BCL6	296.0
chr3:185212421-185212440_TMEM41A_+	TMEM41A	351.0
chr18:34465577-34465596_KIAA1328_+	KIAA1328	744.0
chr14:57938132-57938151_C14orf105_-	C14orf105	151.0
chr7:45121199-45121218_NACAD_-	NACAD	371.0
chr17:71166208-71166227_SSTR2_+	SSTR2	729.0
chr1:21940529-21940548_RAP1GAP_+	RAP1GAP	563.0
chr13:49933912-49933931_CAB39L_-	CAB39L	486.0
chr20:5904542-5904561_CHGB_+	CHGB	500.0
chr16:57689394-57689413_GPR56_+	GPR56	736.0
chr1:145281961-145281980_NOTCH2NL_+	NOTCH2NL	202.0
chr4:156276965-156276984_MAP9_+	MAP9	492.0
chr8:39845481-39845500_IDO2_-	IDO2	631.0
chr19:34857735-34857754_GPI_+	GPI	15.0
chr15:76019437-76019456_ODF3L1_+	ODF3L1	398.0
chr12:51402267-51402286_SLC11A2_-	SLC11A2	1032.0
chr10:82049167-82049186_MAT1A_-	MAT1A	755.0
chr11:123848359-123848378_OR10S1_-	OR10S1	916.0
chr1:67424597-67424616_MIER1_-	MIER1	585.0
chr11:55322144-55322163_OR4C15_-	OR4C15	547.0
chr10:121191000-121191019_GRK5_+	GRK5	102.0
chr16:30958521-30958540_FBXL19_-	FBXL19	386.0
chr15:63481891-63481910_RAB8B_-	RAB8B	465.0
chr3:52507811-52507830_NISCH_-	NISCH	635.0
chr11:57559019-57559038_CTNND1_+	CTNND1	394.0
chr8:24256533-24256552_ADAMDEC1_-	ADAMDEC1	423.0
chr20:168571-168590_DEFB128_-	DEFB128	791.0
chr5:132015414-132015433_IL4_+	IL4	218.0
chr17:38711611-38711630_CCR7_+	CCR7	283.0
chr21:47695153-47695172_MCM3AP_-	MCM3AP	29.0
chr9:37441570-37441589_ZBTB5_-	ZBTB5	1013.0
chr13:103418855-103418874_TEX30_-	TEX30	340.0
chr20:57478586-57478605_GNAS_+	GNAS	301.0
chr17:73636370-73636389_SMIM5_-	SMIM5	558.0
chr19:46443784-46443803_NOVA2_+	NOVA2	305.0
chr9:135942480-135942499_CEL_+	CEL	450.0
chr2:165353959-165353978_GRB14_+	GRB14	846.0
chr10:17432588-17432607_ST8SIA6_-	ST8SIA6	437.0
chr1:12294398-12294417_VPS13D_-	VPS13D	66.0
chr13:50586634-50586653_TRIM13_+	TRIM13	144.0
chr16:23506999-23507018_GGA2_+	GGA2	357.0
chr14:65406298-65406317_GPX2_-	GPX2	239.0
chr6:116832994-116833013_FAM26E_+	FAM26E	343.0
chr1:11316096-11316115_MTOR_+	MTOR	0.0
chr10:108459109-108459128_SORCS1_-	SORCS1	426.0
chr12:89918318-89918337_GALNT4_-	GALNT4	803.0
chr22:38875669-38875688_KDELR3_+	KDELR3	113.0
chr1:95367712-95367731_CNN3_-	CNN3	259.0
chr1:55643778-55643797_USP24_-	USP24	153.0
chr7:99818757-99818776_PVRIG_+	PVRIG	350.0
chr17:79880897-79880916_MAFG_-	MAFG	389.0
chr1:45813633-45813652_TESK2_-	TESK2	565.0
chr17:33768015-33768034_SLFN13_+	SLFN13	723.0
chr2:32515636-32515655_YIPF4_+	YIPF4	602.0
chrX:72804381-72804400_CHIC1_-	CHIC1	504.0
chr11:62295649-62295668_AHNAK_+	AHNAK	573.0
chr12:51501021-51501040_TFCP2_-	TFCP2	79.0
chr11:94731657-94731676_KDM4D_+	KDM4D	502.0
chr1:53543469-53543488_PODN_-	PODN	707.0
chrX:111195555-111195574_TRPC5_-	TRPC5	647.0
chr5:133295513-133295532_C5orf15_+	C5orf15	924.0
chr17:39464054-39464073_KRTAP16-1_+	KRTAP16-1	637.0
chr7:23383396-23383415_IGF2BP3_-	IGF2BP3	525.0
chr11:12023891-12023910_DKK3_-	DKK3	105.0
chr2:113888713-113888732_IL1RN_+	IL1RN	278.0
chr4:113539568-113539587_C4orf21_-	C4orf21	246.0
chr15:75722563-75722582_SIN3A_-	SIN3A	329.0
chr4:104065655-104065674_CENPE_-	CENPE	117.0
chr20:32265246-32265265_E2F1_-	E2F1	728.0
chr1:16721594-16721613_SZRD1_-	SZRD1	403.0
chr16:5038233-5038252_SEC14L5_+	SEC14L5	349.0
chr3:188925245-188925264_TPRG1_+	TPRG1	827.0
chr16:85711828-85711847_GINS2_+	GINS2	264.0
chr16:69381732-69381751_TMED6_-	TMED6	328.0
chr20:32333008-32333027_ZNF341_-	ZNF341	308.0
chr1:43830962-43830981_ELOVL1_+	ELOVL1	203.0
chr5:140579514-140579533_PCDHB11_+	PCDHB11	119.0
chr16:57713188-57713207_GPR97_-	GPR97	163.0
chr20:44511719-44511738_ZSWIM1_-	ZSWIM1	555.0
chr2:32517338-32517357_YIPF4_+	YIPF4	763.0
chr11:5080630-5080649_OR52E2_+	OR52E2	608.0
chr6:138196109-138196128_TNFAIP3_-	TNFAIP3	1025.0
chr12:8687330-8687349_CLEC4E_-	CLEC4E	668.0
chr19:37310945-37310964_ZNF790_-	ZNF790	1035.0
chr10:102732980-102732999_SEMA4G_-	SEMA4G	230.0
chr11:118532657-118532676_TREH_+	TREH	475.0
chr20:17477604-17477623_BFSP1_+	BFSP1	169.0
chr8:27097613-27097632_STMN4_-	STMN4	384.0
chr3:24006594-24006613_NR1D2_-	NR1D2	385.0
chr6:86281858-86281877_SNX14_+	SNX14	438.0
chr6:170844382-170844401_PSMB1_-	PSMB1	4.0
chr17:71232365-71232384_C17orf80_+	C17orf80	657.0
chr4:3250977-3250996_MSANTD1_-	MSANTD1	444.0
chr11:5757865-5757884_OR56B1_-	OR56B1	739.0
chr8:125555499-125555518_NDUFB9_+	NDUFB9	247.0
chr4:184931434-184931453_STOX2_+	STOX2	578.0
chr10:74451904-74451923_MCU_+	MCU	262.0
chr11:119230305-119230324_USP2_-	USP2	919.0
chr16:70818093-70818112_VAC14_-	VAC14	419.0
chr5:140175644-140175663_PCDHA2_-	PCDHA2	368.0
chr22:41605801-41605820_L3MBTL2_+	L3MBTL2	600.0
chr9:110064326-110064345_RAD23B_-	RAD23B	528.0
chr3:160156892-160156911_TRIM59_+	TRIM59	126.0
chr3:183967476-183967495_ECE2_+	ECE2	167.0
chr9:107515257-107515276_NIPSNAP3A_-	NIPSNAP3A	765.0
chr1:113052063-113052082_WNT2B_-	WNT2B	341.0
chr10:121556379-121556398_INPP5F_-	INPP5F	504.0
chr22:35718009-35718028_TOM1_-	TOM1	514.0
chrX:106418320-106418339_NUP62CL_+	NUP62CL	650.0
chr17:30771529-30771548_PSMD11_+	PSMD11	53.0
chr17:38508217-38508236_RARA_+	RARA	325.0
chr5:149206426-149206445_PPARGC1B_-	PPARGC1B	928.0
chr3:172165816-172165835_GHSR_-	GHSR	449.0
chr19:50331724-50331743_MED25_+	MED25	32.0
chr5:148756405-148756424_IL17B_-	IL17B	5.0
chr11:66205673-66205692_MRPL11_-	MRPL11	0.0
chr17:34308444-34308463_CCL16_-	CCL16	336.0
chr15:43398175-43398194_UBR1_-	UBR1	372.0
chr12:4835945-4835964_GALNT8_-	GALNT8	608.0
chr6:111281628-111281647_GTF3C6_+	GTF3C6	936.0
chr13:111176068-111176087_RAB20_-	RAB20	782.0
chr5:176893997-176894016_DBN1_-	DBN1	101.0
chr2:47643524-47643543_MSH2_-	MSH2	242.0
chr1:207072681-207072700_IL24_-	IL24	345.0
chr6:116600471-116600490_TSPYL1_-	TSPYL1	261.0
chr3:183858307-183858326_EIF2B5_-	EIF2B5	10.0
chr2:207570540-207570559_DYTN_+	DYTN	426.0
chr1:172414290-172414309_C1orf105_-	C1orf105	599.0
chr6:35086192-35086211_TCP11_+	TCP11	510.0
chr19:6432129-6432148_SLC25A41_+	SLC25A41	488.0
chr9:127920538-127920557_PPP6C_-	PPP6C	55.0
chr4:151850148-151850167_LRBA_-	LRBA	448.0
chr12:55945607-55945626_OR6C4_-	OR6C4	648.0
chrX:102612651-102612670_WBP5_+	WBP5	1011.0
chr7:134717701-134717720_AGBL3_+	AGBL3	414.0
chr19:9362450-9362469_OR7E24_+	OR7E24	217.0
chr1:156873763-156873782_PEAR1_-	PEAR1	562.0
chr11:7509497-7509516_OLFML1_+	OLFML1	357.0
chr17:47700097-47700116_SPOP_-	SPOP	537.0
chr12:31815022-31815041_METTL20_+	METTL20	478.0
chr16:10575972-10575991_ATF7IP2_-	ATF7IP2	786.0
chr1:213341296-213341315_RPS6KC1_-	RPS6KC1	655.0
chr1:172410977-172410996_PIGC_+	PIGC	256.0
chr1:198668813-198668832_PTPRC_-	PTPRC	460.0
chr10:100992120-100992139_HPSE2_+	HPSE2	366.0
chr2:70454925-70454944_TIA1_+	TIA1	268.0
chr12:53207440-53207459_KRT4_-	KRT4	304.0
chr12:52566872-52566891_KRT80_+	KRT80	227.0
chrX:71351150-71351169_RGAG4_-	RGAG4	844.0
chr19:40710440-40710459_MAP3K10_+	MAP3K10	965.0
chr13:29287194-29287213_SLC46A3_+	SLC46A3	523.0
chr12:100594626-100594645_ACTR6_+	ACTR6	122.0
chr10:75412975-75412994_SYNPO2L_+	SYNPO2L	801.0
chr11:124619680-124619699_VSIG2_-	VSIG2	824.0
chr16:69318038-69318057_SNTB2_+	SNTB2	691.0
chr7:116139964-116139983_CAV2_-	CAV2	536.0
chrX:117960356-117960375_ZCCHC12_+	ZCCHC12	584.0
chr6:43471150-43471169_TJAP1_+	TJAP1	412.0
chr12:16713399-16713418_LMO3_-	LMO3	962.0
chr3:97598567-97598586_CRYBG3_+	CRYBG3	603.0
chr22:32590422-32590441_RFPL2_+	RFPL2	558.0
chr9:139935589-139935608_NPDC1_-	NPDC1	1031.0
chr12:11083311-11083330_PRH2_-	PRH2	796.0
chr3:51907922-51907941_IQCF5_+	IQCF5	183.0
chr7:142989506-142989525_CASP2_-	CASP2	573.0
chr11:8673349-8673368_TRIM66_-	TRIM66	483.0
chr7:35284617-35284636_TBX20_-	TBX20	430.0
chr1:201112959-201112978_TMEM9_-	TMEM9	172.0
chr3:47742828-47742847_SMARCC1_-	SMARCC1	303.0
chr4:156634471-156634490_GUCY1A3_+	GUCY1A3	404.0
chr6:15246772-15246791_JARID2_+	JARID2	459.0
chr2:27598795-27598814_SNX17_+	SNX17	278.0
chr8:37672419-37672438_GPR124_+	GPR124	80.0
chr4:39523059-39523078_UGDH_+	UGDH	456.0
chr10:125558664-125558683_CPXM2_-	CPXM2	232.0
chr12:7026822-7026841_ENO2_-	ENO2	282.0
chr14:77697994-77698013_TMEM63C_-	TMEM63C	391.0
chrX:69456920-69456939_AWAT1_+	AWAT1	444.0
chr9:136201324-136201343_SURF6_-	SURF6	185.0
chr10:102267265-102267284_SEC31B_+	SEC31B	506.0
chr16:87788804-87788823_KLHDC4_+	KLHDC4	703.0
chr20:37380909-37380928_ACTR5_+	ACTR5	77.0
chr15:100211584-100211603_MEF2A_+	MEF2A	414.0
chr7:39611960-39611979_YAE1D1_-	YAE1D1	0.0
chr20:13098297-13098316_SPTLC3_-	SPTLC3	478.0
chr22:41970821-41970840_CSDC2_-	CSDC2	301.0
chr19:17566716-17566735_NXNL1_+	NXNL1	372.0
chr16:3063744-3063763_CLDN9_-	CLDN9	295.0
chr19:54502952-54502971_CACNG6_-	CACNG6	371.0
chr19:18675823-18675842_KXD1_-	KXD1	354.0
chr8:41503991-41504010_NKX6-3_+	NKX6-3	181.0
chr12:133264343-133264362_PXMP2_-	PXMP2	237.0
chr9:131285598-131285617_GLE1_+	GLE1	135.0
chr11:9007297-9007316_NRIP3_-	NRIP3	297.0
chr18:29672796-29672815_RNF138_-	RNF138	253.0
chr12:57881942-57881961_MARS_-	MARS	162.0
chr19:40993701-40993720_SPTBN4_-	SPTBN4	665.0
chr1:156307945-156307964_CCT3_+	CCT3	110.0
chr15:68121537-68121556_SKOR1_+	SKOR1	236.0
chrX:3240282-3240301_MXRA5_-	MXRA5	185.0
chr22:37414392-37414411_TST_+	TST	607.0
chr1:71478110-71478129_PTGER3_-	PTGER3	127.0
chr19:51883774-51883793_LIM2_+	LIM2	1165.0
chr2:202264129-202264148_TRAK2_-	TRAK2	556.0
chr18:77798564-77798583_RBFA_+	RBFA	28.0
chr12:53591723-53591742_ITGB7_-	ITGB7	1067.0
chr3:72890276-72890295_SHQ1_-	SHQ1	52.0
chr19:1235016-1235035_C19orf26_-	C19orf26	555.0
chr5:140256202-140256221_PCDHA12_-	PCDHA12	270.0
chr12:120765526-120765545_PLA2G1B_+	PLA2G1B	414.0
